序号,主修专业,GPA分段,挂科门数,奖学金级别,四六级成绩,计算机等级,双学位辅修,实习类型,实习企业规模,实习岗位相关性,岗位类型,岗位名称,起薪
834,会计学,3.0-3.5,0,无,458 (通过),二级,计算机科学,毕业实习,外资企业,部分相关,技术岗,量化研究员,10500
835,通信工程,3.0-3.5,0,无,658 (通过),二级,无,暑期实习,行业龙头,无关,技术岗,自动化控制师,11500
836,计算机科学与技术,3.0-3.5,0,无,422 (未通过),三级,无,日常实习,独角兽企业,部分相关,技术岗,系统架构师,13000
837,土木工程,3.0-3.5,0,无,549 (通过),二级,无,日常实习,民营企业,完全相关,技术岗,结构工程师,10000
838,土木工程,2.0-3.0,0,无,460 (通过),三级,无,毕业实习,国企,部分相关,非技术岗,质量检测员,9500
839,人工智能,3.0-3.5,0,无,538 (通过),三级,无,日常实习,中小型企业,完全相关,技术岗,算法工程师,14500
840,通信工程,3.0-3.5,0,校奖,547 (通过),二级,无,暑期实习,央企,完全相关,技术岗,电子工程师,10500
841,市场营销,3.0-3.5,0,无,516 (通过),无,无,毕业实习,金融机构,完全相关,非技术岗,供应链管理,11500
842,人工智能,3.0-3.5,0,无,525 (通过),三级,无,暑期实习,中小型企业,完全相关,技术岗,算法工程师,14000
843,软件工程,3.5+,0,国奖,557 (通过),四级,无,暑期实习,世界500强,部分相关,技术岗,算法工程师,16000
844,材料工程,3.0-3.5,0,校奖,553 (通过),二级,无,日常实习,外企,部分相关,非技术岗,质量检测员,9500
845,人工智能,3.0-3.5,0,无,383 (未通过),四级,无,毕业实习,世界500强,部分相关,非技术岗,IT项目经理,15000
846,金融学,2.0-3.0,0,无,308 (未通过),无,无,毕业实习,创业公司,完全相关,技术岗,量化研究员,11000
847,工商管理,2.0-3.0,1,无,300 (未通过),二级,无,日常实习,金融机构,部分相关,非技术岗,供应链管理,9500
848,新闻学,2.0-3.0,1,无,407 (未通过),一级,无,日常实习,教育机构,完全相关,非技术岗,行政助理,7500
849,工商管理,3.0-3.5,0,无,572 (通过),二级,无,日常实习,创业公司,无关,技术岗,量化研究员,12000
850,信息安全,3.5+,0,校奖,460 (通过),三级,无,日常实习,中小型企业,部分相关,技术岗,系统架构师,14000
851,信息安全,2.0-3.0,1,无,356 (未通过),三级,无,毕业实习,世界500强,无关,非技术岗,IT项目经理,14500
852,土木工程,2.0-3.0,1,无,465 (通过),二级,工商管理,毕业实习,民营企业,完全相关,技术岗,机械设计师,10500
853,信息安全,3.0-3.5,0,无,654 (通过),四级,数学,日常实习,上市科技公司,完全相关,技术岗,软件开发工程师,13500
854,电子工程,3.5+,0,无,614 (通过),二级,无,毕业实习,研究院所,部分相关,技术岗,电子工程师,12500
855,金融学,3.0-3.5,0,无,512 (通过),二级,无,日常实习,外资企业,部分相关,技术岗,财务分析师,11500
856,软件工程,3.5+,0,省奖,607 (通过),三级,无,日常实习,中小型企业,完全相关,技术岗,算法工程师,15000
857,机械工程,3.0-3.5,0,省奖,450 (通过),二级,无,日常实习,央企,完全相关,非技术岗,生产主管,10500
858,电子工程,3.5+,0,省奖,661 (通过),三级,无,毕业实习,行业龙头,部分相关,非技术岗,项目协调员,13000
859,会计学,2.0-3.0,0,无,386 (未通过),二级,无,日常实习,外资企业,部分相关,技术岗,财务分析师,10500
860,土木工程,3.5+,0,无,557 (通过),二级,无,毕业实习,国企,部分相关,技术岗,材料研发员,10500
861,软件工程,3.0-3.5,0,省奖,491 (通过),四级,无,毕业实习,中小型企业,完全相关,技术岗,系统架构师,14000
862,会计学,3.0-3.5,0,无,379 (未通过),二级,无,日常实习,外资企业,部分相关,技术岗,财务分析师,10500
863,工商管理,3.0-3.5,0,无,488 (通过),无,心理学,毕业实习,外资企业,完全相关,技术岗,财务分析师,11500
864,电子工程,3.5+,0,无,555 (通过),三级,无,日常实习,行业龙头,完全相关,技术岗,电子工程师,12000
865,土木工程,2.0-3.0,0,无,467 (通过),二级,无,毕业实习,央企,完全相关,技术岗,机械设计师,11000
866,汉语言文学,2.0-3.0,0,无,417 (未通过),无,无,暑期实习,事业单位,部分相关,技术岗,其他,8500
867,会计学,3.5+,0,校奖,463 (通过),二级,无,日常实习,创业公司,无关,非技术岗,供应链管理,10500
868,计算机科学与技术,2.0-3.0,3,无,447 (通过),四级,无,暑期实习,中小型企业,完全相关,非技术岗,IT项目经理,13000
869,计算机科学与技术,3.0-3.5,0,省奖,527 (通过),四级,无,暑期实习,上市科技公司,部分相关,技术岗,算法工程师,14500
870,通信工程,3.0-3.5,0,校奖,482 (通过),三级,无,暑期实习,研究院所,无关,非技术岗,项目协调员,12000
871,信息安全,2.0-3.0,1,无,355 (未通过),三级,无,毕业实习,中小型企业,部分相关,技术岗,软件开发工程师,14000
872,金融学,3.5+,0,无,459 (通过),二级,无,毕业实习,四大会计师事务所,无关,非技术岗,HRBP,11500
873,金融学,2.0-3.0,1,无,347 (未通过),二级,无,暑期实习,外资企业,无关,技术岗,财务分析师,10000
874,计算机科学与技术,3.0-3.5,0,无,447 (通过),四级,无,毕业实习,中小型企业,部分相关,技术岗,算法工程师,13500
875,市场营销,2.0-3.0,0,无,439 (通过),无,无,日常实习,四大会计师事务所,完全相关,非技术岗,HRBP,11500
876,电子工程,3.0-3.5,0,无,473 (通过),三级,无,毕业实习,央企,部分相关,技术岗,自动化控制师,11500
877,软件工程,3.0-3.5,0,无,353 (未通过),三级,无,毕业实习,中小型企业,无关,非技术岗,技术销售,13500
878,通信工程,3.0-3.5,0,无,554 (通过),三级,无,日常实习,中小型企业,完全相关,非技术岗,项目协调员,12500
879,电子工程,3.0-3.5,0,无,567 (通过),二级,无,日常实习,行业龙头,完全相关,非技术岗,项目协调员,12500
880,软件工程,3.0-3.5,0,无,491 (通过),三级,电子工程,日常实习,独角兽企业,部分相关,非技术岗,技术销售,13500
881,金融学,2.0-3.0,0,无,428 (通过),二级,无,日常实习,四大会计师事务所,完全相关,非技术岗,HRBP,10500
882,金融学,3.0-3.5,0,校奖,543 (通过),二级,无,毕业实习,外资企业,完全相关,技术岗,量化研究员,11500
883,市场营销,3.5+,0,校奖,546 (通过),二级,无,日常实习,外资企业,完全相关,技术岗,财务分析师,11000
884,软件工程,3.5+,0,省奖,640 (通过),四级,无,毕业实习,世界500强,完全相关,技术岗,系统架构师,17500
885,自动化,3.5+,0,校奖,635 (通过),三级,无,毕业实习,中小型企业,部分相关,技术岗,电子工程师,11500
886,土木工程,3.5+,0,校奖,615 (通过),二级,无,暑期实习,央企,完全相关,非技术岗,生产主管,11500
887,材料工程,2.0-3.0,1,无,462 (通过),二级,工商管理,毕业实习,民营企业,无关,非技术岗,生产主管,10500
888,人工智能,3.0-3.5,0,无,393 (未通过),三级,无,暑期实习,上市科技公司,完全相关,非技术岗,IT项目经理,15000
889,软件工程,3.5+,0,校奖,519 (通过),三级,无,暑期实习,中小型企业,完全相关,技术岗,软件开发工程师,12500
890,金融学,2.0-3.0,0,无,440 (通过),无,无,日常实习,创业公司,完全相关,技术岗,财务分析师,10500
891,法学,2.0-3.0,0,无,351 (未通过),一级,无,毕业实习,自由职业,完全相关,技术岗,其他,7500
892,金融学,2.0-3.0,0,无,391 (未通过),无,无,日常实习,金融机构,部分相关,技术岗,财务分析师,11000
893,通信工程,3.0-3.5,0,无,453 (通过),二级,无,毕业实习,行业龙头,无关,技术岗,通信工程师,12000
894,人工智能,3.0-3.5,0,省奖,441 (通过),三级,无,暑期实习,上市科技公司,无关,非技术岗,技术销售,13500
895,市场营销,2.0-3.0,0,无,346 (未通过),无,法学,暑期实习,金融机构,完全相关,非技术岗,供应链管理,10500
896,汉语言文学,2.0-3.0,2,无,321 (未通过),无,无,暑期实习,教育机构,完全相关,技术岗,其他,7500
897,会计学,2.0-3.0,0,无,333 (未通过),二级,无,暑期实习,外资企业,部分相关,非技术岗,供应链管理,10500
898,电子工程,3.5+,0,无,555 (通过),三级,无,日常实习,行业龙头,完全相关,非技术岗,项目协调员,11500
899,计算机科学与技术,3.5+,0,校奖,653 (通过),四级,无,毕业实习,独角兽企业,部分相关,技术岗,算法工程师,14500
900,软件工程,3.5+,0,无,626 (通过),三级,无,暑期实习,上市科技公司,完全相关,非技术岗,产品经理,15000
901,新闻学,3.5+,0,无,437 (通过),无,经济学,毕业实习,教育机构,完全相关,技术岗,其他,8000
902,软件工程,3.5+,0,省奖,618 (通过),四级,无,毕业实习,独角兽企业,无关,技术岗,系统架构师,12500
903,信息安全,3.0-3.5,0,无,603 (通过),三级,无,毕业实习,独角兽企业,完全相关,技术岗,软件开发工程师,13000
904,材料工程,3.5+,0,校奖,545 (通过),二级,无,毕业实习,国企,完全相关,技术岗,结构工程师,10000
905,软件工程,3.0-3.5,0,无,492 (通过),三级,无,日常实习,上市科技公司,部分相关,技术岗,软件开发工程师,12000
906,人工智能,3.0-3.5,0,省奖,486 (通过),四级,无,日常实习,独角兽企业,完全相关,非技术岗,产品经理,12500
907,土木工程,2.0-3.0,0,无,496 (通过),二级,无,暑期实习,国企,完全相关,非技术岗,质量检测员,10500
908,材料工程,2.0-3.0,0,无,392 (未通过),三级,无,毕业实习,外企,完全相关,非技术岗,质量检测员,10000
909,土木工程,3.0-3.5,0,无,563 (通过),二级,无,暑期实习,国企,完全相关,技术岗,材料研发员,9500
910,市场营销,2.0-3.0,1,无,494 (通过),无,心理学,暑期实习,创业公司,完全相关,技术岗,量化研究员,10500
911,会计学,2.0-3.0,0,无,300 (未通过),二级,无,毕业实习,创业公司,部分相关,技术岗,财务分析师,12000
912,通信工程,3.0-3.5,0,校奖,523 (通过),三级,无,毕业实习,央企,完全相关,技术岗,电子工程师,12500
913,电子工程,3.5+,0,省奖,612 (通过),三级,无,毕业实习,行业龙头,完全相关,非技术岗,技术顾问,12500
914,信息安全,3.5+,0,国奖,534 (通过),四级,电子工程,日常实习,世界500强,无关,技术岗,系统架构师,15000
915,自动化,3.0-3.5,0,无,559 (通过),三级,无,日常实习,研究院所,完全相关,技术岗,电子工程师,12000
916,软件工程,3.0-3.5,0,省奖,458 (通过),三级,无,暑期实习,中小型企业,无关,技术岗,数据分析师,13500
917,机械工程,3.0-3.5,0,无,413 (未通过),二级,计算机科学,暑期实习,央企,完全相关,非技术岗,生产主管,10500
918,软件工程,3.5+,0,无,492 (通过),三级,电子工程,暑期实习,上市科技公司,完全相关,技术岗,数据分析师,14500
919,材料工程,3.5+,0,省奖,511 (通过),二级,无,暑期实习,国企,完全相关,非技术岗,质量检测员,10000
920,汉语言文学,2.0-3.0,0,无,300 (未通过),无,无,毕业实习,自由职业,完全相关,技术岗,其他,8500
921,信息安全,3.0-3.5,0,无,393 (未通过),三级,无,毕业实习,上市科技公司,完全相关,技术岗,软件开发工程师,13500
922,土木工程,3.0-3.5,0,无,539 (通过),二级,计算机科学,暑期实习,国企,完全相关,非技术岗,生产主管,9500
923,电子工程,3.0-3.5,0,无,524 (通过),二级,无,暑期实习,中小型企业,完全相关,技术岗,自动化控制师,12000
924,电子工程,3.0-3.5,0,无,474 (通过),三级,无,暑期实习,央企,完全相关,技术岗,自动化控制师,12500
925,市场营销,3.5+,0,国奖,431 (通过),无,无,毕业实习,创业公司,部分相关,技术岗,量化研究员,11500
926,土木工程,3.0-3.5,0,无,416 (未通过),三级,计算机科学,毕业实习,民营企业,完全相关,非技术岗,生产主管,10500
927,通信工程,3.5+,0,校奖,527 (通过),二级,无,暑期实习,中小型企业,部分相关,技术岗,通信工程师,12500
928,自动化,3.5+,0,校奖,587 (通过),三级,无,日常实习,央企,完全相关,技术岗,电子工程师,12000
929,信息安全,3.0-3.5,0,无,475 (通过),四级,金融学,暑期实习,独角兽企业,部分相关,技术岗,系统架构师,15000
930,法学,3.0-3.5,0,无,412 (未通过),无,无,暑期实习,教育机构,完全相关,技术岗,其他,8000
931,计算机科学与技术,3.5+,0,无,584 (通过),四级,无,日常实习,中小型企业,部分相关,非技术岗,技术销售,14000
932,计算机科学与技术,3.0-3.5,0,无,427 (通过),三级,无,暑期实习,独角兽企业,部分相关,非技术岗,产品经理,13000
933,英语,3.0-3.5,0,无,554 (通过),无,无,暑期实习,事业单位,完全相关,非技术岗,行政助理,7500
934,工商管理,3.5+,0,校奖,557 (通过),二级,无,毕业实习,四大会计师事务所,完全相关,技术岗,量化研究员,11000
935,材料工程,3.0-3.5,0,无,492 (通过),二级,无,毕业实习,国企,完全相关,技术岗,机械设计师,11000
936,自动化,3.0-3.5,0,无,479 (通过),二级,无,日常实习,中小型企业,完全相关,技术岗,通信工程师,12000
937,人工智能,3.0-3.5,0,无,516 (通过),四级,数学,暑期实习,中小型企业,完全相关,技术岗,算法工程师,13500
938,软件工程,2.0-3.0,0,无,452 (通过),三级,无,日常实习,世界500强,完全相关,技术岗,数据分析师,15000
939,软件工程,3.5+,0,省奖,596 (通过),四级,无,暑期实习,世界500强,完全相关,技术岗,算法工程师,15000
940,自动化,2.0-3.0,0,无,425 (通过),三级,无,暑期实习,行业龙头,部分相关,技术岗,自动化控制师,12500
941,人工智能,3.5+,0,国奖,609 (通过),三级,无,暑期实习,独角兽企业,部分相关,技术岗,算法工程师,13500
942,电子工程,2.0-3.0,0,无,394 (未通过),二级,无,日常实习,央企,无关,非技术岗,技术顾问,12000
943,材料工程,3.0-3.5,0,校奖,560 (通过),二级,无,毕业实习,央企,无关,技术岗,机械设计师,9500
944,信息安全,3.0-3.5,0,无,404 (未通过),三级,无,日常实习,世界500强,完全相关,技术岗,算法工程师,14500
945,软件工程,3.0-3.5,0,无,466 (通过),三级,无,毕业实习,上市科技公司,完全相关,非技术岗,技术销售,14500
946,土木工程,3.0-3.5,0,无,507 (通过),三级,无,日常实习,国企,完全相关,技术岗,机械设计师,10000
947,土木工程,3.0-3.5,0,无,529 (通过),二级,无,日常实习,国企,完全相关,非技术岗,质量检测员,9500
948,通信工程,3.0-3.5,0,省奖,470 (通过),二级,无,暑期实习,中小型企业,无关,技术岗,电子工程师,12500
949,土木工程,2.0-3.0,0,无,394 (未通过),三级,无,日常实习,国企,部分相关,技术岗,机械设计师,10500
950,通信工程,3.5+,0,无,477 (通过),三级,无,毕业实习,研究院所,部分相关,技术岗,电子工程师,12500
951,计算机科学与技术,3.5+,0,省奖,592 (通过),三级,无,日常实习,世界500强,完全相关,技术岗,系统架构师,14500
952,土木工程,3.0-3.5,0,无,442 (通过),二级,无,日常实习,国企,部分相关,非技术岗,质量检测员,10000
953,自动化,3.0-3.5,0,无,530 (通过),二级,无,暑期实习,研究院所,完全相关,非技术岗,技术顾问,12500
